row_id,fold,y_true_id,y_pred_id,y_true,y_pred,prob_c1,prob_c234,prob_c5,correct,original_token_count,head_tail_applied,resp_text,duplicate_group_size,duplicate_num_labels,is_duplicate,is_conflicting_duplicate,experiment_id
73,0,0,1,c1,c234,0.3099689,0.36849055,0.32154053,False,127,False," Prezado(a) Senhor(a),   A informação solicitada encontra-se disponível na página do INSS:   https://www.inss.gov.br/beneficios/auxilio-doenca/pericia-medica-hospitalar-domiciliar-e-em-transito/   Salientamos, finalmente, que o e-SIC não substitui os canais de atendimento do INSS e foi criado como ferramenta para obtenção de informações públicas com base na Lei de Acesso à Informação - LAI.   Atenciosamente, Serviço de Informações ao Cidadão  INSS ",1,1,False,False,head_tail_256_v1
76,0,1,0,c234,c1,0.5451283,0.31851438,0.13635734,False,141,False," Prezada Miriam,   De acordo com a publicação da Aplicação da Lei de Acesso à informação na Administração Pública Federal, 2&deg, edição- MTFCO, o procedimento da LAI foi desenhado essencialmente para se acessar uma informação existente nas instituições públicas que deveria ser facilmente encontrada no site institucional. A sua demanda não se enquadra na referida lei por se tratar de solicitação de informação pessoal. Este tipo de solicitação deverá ser feita presencialmente no orgão pelo servidor interessado e ser direcionado diretamente à DGP, que é o departamento responsável pelas informações requisitadas. Estamos à disposição para outros esclarecimentos. Atenciosamente,   Equipe e-SIC ",1,1,False,False,head_tail_256_v1
84,0,1,2,c234,c5,0.11604655,0.21680349,0.66714996,False,54,False," Prezado João Italo, Encaminhamos, em anexo, a resposta obtida junto à Divisão de Dimensionamento e Movimentação da PROGEP referente ao seu atendimento. Agradecemos seu contato. Atenciosamente, SIC/UFC ",1,1,False,False,head_tail_256_v1
92,0,0,0,c1,c1,0.35639954,0.2939053,0.34969518,True,29,False," Prezado usuário,  Bom dia, para o atendimento desta solicitação entrar em contato no telefone 3218-2800.  Atenciosamente, ",1,1,False,False,head_tail_256_v1
113,0,2,1,c5,c234,0.3165505,0.41002828,0.27342126,False,168,False," Prezado Wellington Facciolla Lopes,  Comunicamos que a resposta ao pedido 23480001395201683 segue anexa.  Resposta concedida pela Coordenação de Operacionalização do FUNDEB-COPEF.  Lembramos que o prazo recursal em 1ª instância, referente a este pedido, tem validade de até 10 dias, e o responsável pela análise do recurso de 1ª instância é a Coordenação-Geral de Operacionalização do FUNDEB e de Acompanhamento e Distribuição da Arrecadação do Salário-Educação - CGFSE do FNDE.  Na oportunidade, o Fundo Nacional de Desenvolvimento da Educação coloca-se à disposição de Vossa Senhoria sempre que necessário.  Atenciosamente,  Fundo Nacional de Desenvolvimento da Educação Serviço de Informação ao Cidadão ",1,1,False,False,head_tail_256_v1
119,0,1,0,c234,c1,0.34584224,0.34534127,0.3088165,False,549,True," Prezado Senhor,  Fazemos referência ao pedido de acesso à informação protocolado sob NUP nº 09200000469201632, no qual Vossa Senhoria solicita dados de todos os Ministros de Estado no período de 1985 a 2016. Esclarecemos que se trata de um longo intervalo de tempo, superior a 30 anos, e de um amplo levantamento de dados que não se encontram consolidados nos registros documentais deste Ministério.  Evidencia-se, portanto, a necessidade de um tratamento adicional de análise e triagem de dados, o que não compete a esta instituição. Nesse sentido, o pedido em tela não poderá ser atendido, nos termos do Art. 13, inciso III, do Decreto 7.724/2012 que regulamentou a Lei de Acesso à Informação nº 12.527/2011: ""Não serão atendidos pedidos de acesso à informação: (...) III - que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que não seja de competência do órgão ou entidade. ""  Informa-se, por oportuno, que o Serviço de Informação ao Cidadão (SIC) não se destina à efetivação de pesquisa histórica ou acadêmica, em razão das particularidades que envolvem os estudos e a subjetividade de avaliação dos documentos analisados, a ser mensurada pelo pesquisador em apreciação presencial, o que envolve necessariamente emissão de juízo de valor.  Além disso, o Ministério das Relações Exteriores não dispõe de recursos humanos em quantidade para a realização de pesquisas. O acesso à pesquisa que envolva temáticas específicas e período histórico, como no caso da solicitação de Vossa Senhoria, poderá ser veiculado através do endereço eletrônico pesquisa.cdo@itamaraty.gov.br, para documentação custodiada entre 1960 à atualidade.  Assim, nos termos da Súmula nº 1 da Comissão Mista de Reavaliação de Informações-CMRI, abaixo transcrita, Vossa Senhoria poderá solicitar agendamento para pesquisa presencial, pessoalmente ou por procurador, no Arquivo Histórico do Ministério das Relações Exteriores em Brasília, para o mencionado tema e período histórico de seu interesse.  Súmula CMRI nº 1/2015  PROCEDIMENTO ESPECÍFICO - Caso exista canal ou procedimento específico efetivo para obtenção da informação solicitada, o órgão ou a entidade deve orientar o interessado a buscar a informação por intermédio desse canal ou procedimento, indicando os prazos e as condições para sua utilização, sendo o pedido considerado atendido.""  Atenciosamente,  Serviço de Informação ao Cidadão Ministério das Relações Exteriores ",1,1,False,False,head_tail_256_v1
120,0,2,2,c5,c5,0.11225138,0.41584438,0.47190422,True,78,False," Prezada Senhora,  Em atendimento à demanda apresentada, informamos que os dados solicitados encontram-se na tabela em anexo.  Maiores informações sobre a Rede Federal de Educação Profissional e Tecnológica podem ser acessadas em redefederal.mec.gov.br.  Atenciosamente, Jussara Cardoso Silva Chefe de Gabinete Secretaria de Educação Profissional e Tecnológica Ministério da Educação ",1,1,False,False,head_tail_256_v1
121,0,0,2,c1,c5,0.09899447,0.27319908,0.6278065,False,221,False," Senhor,   O Serviço de Informações ao Cidadão do Ministério da Economia agradece o seu contato. Em atenção à sua solicitação, informamos, que caso tenha interesse em acessar os microdados identificados da RAIS ou CAGED, favor encaminhar correspondência assinada pelo responsável por sua instituição, informando: (a) nome e CNPJ da instituição, (b) dados solicitados, e (c) justificativa para obtenção. Favor, encaminhar preferencialmente pelo Sistema de Informações Eletrônicas do Ministério da Economia (http://www.fazenda.gov.br/sei/usuario-externo).   Caso não seja possível, a correspondência deve ser encaminhada para o seguinte endereço:   Ministério da Economia Secretaria Especial de Previdência e Trabalho Gabinete da Secretaria de Trabalho Esplanada dos Ministérios, Bloco F , Anexo , Ala B 2º Andar - Sala 224 Telefone: 55-61-2031-6264 CEP: 70059-900 Brasília/DF,  Brasil   Atenciosamente, ",1,1,False,False,head_tail_256_v1
123,0,1,0,c234,c1,0.6855862,0.24475186,0.06966188,False,264,True," Prezado(a) Senhor(a),  Sua manifestação foi analisada e classificada como uma solicitação, definida pela Instrução Normativa da Ouvidoria-Geral da União nº 01/2014, como um requerimento de adoção de providência por parte da Administração.  Para dar o tratamento adequado à sua solicitação, oferecendo uma resposta mais completa e rápida, ela foi encaminhada ao e-OUV (Sistema de Ouvidorias do Poder Executivo Federal), responsável pelo registro e tratamento de manifestações de ouvidoria.  Caso não concorde com o encaminhamento do pedido, é possível apresentar pedido de revisão à Ouvidoria-Geral da União (OGU), em até 10 (dez) dias, clicando aqui. O pedido de revisão será julgado pela OGU em até 5 (cinco) dias.  Ao fim do prazo para apresentação do pedido de revisão, o andamento da sua solicitação poderá ser acompanhado por meio do e-Ouv, disponível em http://sistema.ouvidorias.gov.br/. Você pode fazer a consulta clicando em Consulte sua Manifestação e informando seu número de protocolo e endereço de e-mail.  Para consultar a manifestação no e-Ouv basta acessar este link. ",68,3,True,True,head_tail_256_v1
124,0,0,0,c1,c1,0.6855862,0.24475186,0.06966188,True,264,True," Prezado(a) Senhor(a),  Sua manifestação foi analisada e classificada como uma solicitação, definida pela Instrução Normativa da Ouvidoria-Geral da União nº 01/2014, como um requerimento de adoção de providência por parte da Administração.  Para dar o tratamento adequado à sua solicitação, oferecendo uma resposta mais completa e rápida, ela foi encaminhada ao e-OUV (Sistema de Ouvidorias do Poder Executivo Federal), responsável pelo registro e tratamento de manifestações de ouvidoria.  Caso não concorde com o encaminhamento do pedido, é possível apresentar pedido de revisão à Ouvidoria-Geral da União (OGU), em até 10 (dez) dias, clicando aqui. O pedido de revisão será julgado pela OGU em até 5 (cinco) dias.  Ao fim do prazo para apresentação do pedido de revisão, o andamento da sua solicitação poderá ser acompanhado por meio do e-Ouv, disponível em http://sistema.ouvidorias.gov.br/. Você pode fazer a consulta clicando em Consulte sua Manifestação e informando seu número de protocolo e endereço de e-mail.  Para consultar a manifestação no e-Ouv basta acessar este link. ",68,3,True,True,head_tail_256_v1
128,0,1,2,c234,c5,0.29576913,0.33054897,0.3736819,False,209,False," Caro Clayton.      Informamos que os Relatórios de Inspeção Conjunta do Conselho Nacional de Política Criminal e Penitenciária (CNPCP) e Ouvidoria Nacional dos Serviços Penais do Departamento Penitenciário Nacional (ONSP/DEPEN) são apreciados pelo Plenário do CNPCP e, após aprovação, são disponibilizados pela rede mundial de computadores e encaminhados para autoridades diversas. Dessa forma, os referidos Relatórios tornam-se documentos oficiais.     Comunicamos que os relatórios de inspeções prisionais, após aprovado pelo Pleno CNPCP, são publicizados no sitio do correio eletrônico: http://www.justica.gov.br/seus-direitos/politica-penal/cnpcp-1/relatorios-de-inspecao-1/relatorios-de-inspecao     Segue em anexo o relatório solicitado no pedido.  Estamos disponíveis para maiores esclarecimentos, SIC/DEPEN. ",1,1,False,False,head_tail_256_v1
131,0,2,0,c5,c1,0.49049354,0.32365394,0.18585244,False,368,True," Prezado Sr. Diogo,  CUMPRE CORDIALMENTE INFORMAR NO QUE TANGE OS SERVIDORES PÚBLICOS, O ÚNICO CUSTO QUE O MINISTÉRIO DA SAÚDE TEM É A ASSISTÊNCIA À SAÚDE QUE SERIA UM RESSARCIMENTO AO SERVIDOR, DENOMINADO DE PER CAPTA QUE PODERÁ SER PAGO DIRETAMENTE AO SERVIDOR, NO CASO DE PLANOS DE SAÚDE PARTICULARES, OU ÀS OPERADORAS DE SAÚDE QUE O MINISTÉRIO DA SAÚDE TENHA CONVÊNIO (ATUALMENTE GEAP E CAPSAÚDE). O VALOR VARIA DE ACORDO COM A REMUNERAÇÃO E IDADE DO SERVIDOR E SEUS DEPENDENTES, CASO TENHA. SOBRE VALORES REPASSADOS AOS TERCEIRIZADOS, ESTA COORDENAÇÃO NÃO POSSUI GOVERNABILIDADE SOBRE TAL ASSUNTO. INFORMAMOS AINDA QUE NÃO HÁ ATENDIMENTO MÉDICO INTERNO NO MINISTÉRIO.   Atenciosamente, ",1,1,False,False,head_tail_256_v1
138,0,2,2,c5,c5,0.07239698,0.2923397,0.6352633,True,102,False," Prezado Senhor, em resposta sua manifestação, informamos que atualmente no quadro de pessoal do HC-UFG/EBSERH ocupando o cargo de Téc. em Radiologia temos: - 25 servidores com vínculo UFG (concursados no RJU), - 2 funcionários com vínculo Fundahc contratados no regime CLT (serão substituídos pelos aprovados no concurso HC/EBSERH).  Atualmente não temos esse cargo em vacância.  Att Ouvidoria ",1,1,False,False,head_tail_256_v1
158,0,0,0,c1,c1,0.6855862,0.24475186,0.06966188,True,264,True," Prezado(a) Senhor(a),  Sua manifestação foi analisada e classificada como uma solicitação, definida pela Instrução Normativa da Ouvidoria-Geral da União nº 01/2014, como um requerimento de adoção de providência por parte da Administração.  Para dar o tratamento adequado à sua solicitação, oferecendo uma resposta mais completa e rápida, ela foi encaminhada ao e-OUV (Sistema de Ouvidorias do Poder Executivo Federal), responsável pelo registro e tratamento de manifestações de ouvidoria.  Caso não concorde com o encaminhamento do pedido, é possível apresentar pedido de revisão à Ouvidoria-Geral da União (OGU), em até 10 (dez) dias, clicando aqui. O pedido de revisão será julgado pela OGU em até 5 (cinco) dias.  Ao fim do prazo para apresentação do pedido de revisão, o andamento da sua solicitação poderá ser acompanhado por meio do e-Ouv, disponível em http://sistema.ouvidorias.gov.br/. Você pode fazer a consulta clicando em Consulte sua Manifestação e informando seu número de protocolo e endereço de e-mail.  Para consultar a manifestação no e-Ouv basta acessar este link. ",68,3,True,True,head_tail_256_v1
161,0,1,1,c234,c234,0.34326008,0.38375318,0.27298677,True,210,False," Prezada Sra,    Em atenção ao requerimento formulado, informamos que a demanda foi encaminhada à Secretaria do Tesouro Nacional, que respondeu conforme abaixo:    Os Demonstrativos da Execução Orçamentária da União podem ser consultados no site do Tesouro nacional, disponíveis para os exercícios de 1999 a 2016, no link do RREO, a seguir: http://www.tesouro.gov.br/documents/10180/352657/RROout2016.pdf/f960b3e7-313c-41ff-848b-a4e3f34be49d    Considerando o disposto no art. 19, inc. II, c/c o art. 21, caput, do Decreto n.º 7.724, de 2012, informa-se que poderá ser apresentado recurso, no prazo de 10 dias, contado da ciência da decisão.    Atenciosamente,  Serviço de Informação ao Cidadão  Ministério da Fazenda ",1,1,False,False,head_tail_256_v1
162,0,0,2,c1,c5,0.3163489,0.3318674,0.35178366,False,74,False," Prezado senhor João, bom dia.    Por questões contratuais, quaisquer informações relacionadas à confecção das medalhas olímpicas são sigilosas, motivo pelo qual, oriento buscá-las junto ao Comitê Rio 2016.     Permanecemos à disposição para quaisquer outras informações, dúvidas e/ou esclarecimentos.    Atenciosamente,  SIC/OUVIDORIA ",1,1,False,False,head_tail_256_v1
164,0,0,1,c1,c234,0.36674872,0.43150303,0.20174825,False,345,True," Prezado senhor,  Informamos que o Ministério da Educação (MEC) não realiza emissão, registro nem validação de diplomas, certificados, históricos ou declarações sobre a vida acadêmica de alunos de cursos de nível superior, visto que este procedimento é de competência da própria instituição onde o aluno estudou.  Esclarecemos, ainda, que nos processos de descredenciamento voluntário ou de decredenciamento por iniciativa do MEC são publicados no Diário Oficial da União (DOU) despachos  nos quais ficam determinadas, dentre outras medidas, a disponibilidade de local e pessoal para realizar as atividades de secretaria acadêmica. No caso da transferência de mantença (ou seja, a aquisição de uma universidade ou faculdade por uma outra mantenedora) a instituição adquirente assume todas as responsabilidades da adquirida em relação ao acervo acadêmico.  Informamos que as reclamações acerca de não emissão de documentos acadêmicos a alunos de instituições de ensino superior descredenciadas pelo MEC ou cuja mantença tenha sido transferida a outra mantenedora, devem ser encaminhadas à Diretoria de Supervisão do Ensino Superior (DISUP/SERES), pelo interessado com seus dados completos, nome da instituição, nome do curso, a data de conclusão e outras informações necessárias para que o MEC possa notificar a instituição responsável. Contato: Coordenação Geral de Supervisão de Educação Superior Esplanada dos Ministérios, Bloco L Sobreloja  Sala 118/120 CEP 70047-900 - Brasília - DF.  Atenciosamente,  Maria Adelaide Santana Chamusca Assessora Secretaria de Regulação e Supervisão da Educação Superior (SERES) Ministério da Educação ",1,1,False,False,head_tail_256_v1
166,0,0,0,c1,c1,0.53824764,0.34999868,0.111753695,True,201,False," Senhor,  Este é um canal para o requerimento de informações públicas nos termos da Lei nº 12.527/2011.  Os critérios de atualização de valores deverão estar definidos nas Condições Gerais da apólice contratada.  Em caso de insatisfação com relação à atuação da seguradora, formule reclamação selecionando a opção ""Faça aqui sua reclamação"", no ""Fale Conosco"" do nosso sítio eletrônico www.susep.gov.br. Desta forma, poderemos dar o tratamento devido à sua demanda.  Esclarecemos que, no âmbito de competência desta Autarquia, poderão ser aplicadas sanções administrativas, caso fiquem comprovadas irregularidades. Assim, para fins de recebimento de valores que V.Sa. considere devidos ou para o exercício de outros direitos, deverá ser acionado o Poder Judiciário, observados os prazos prescricionais previstos no Código Civil Brasileiro.   Atenciosamente, Serviço de Informação ao Cidadão  SIC Susep ",1,1,False,False,head_tail_256_v1
168,0,2,1,c5,c234,0.18505664,0.5149653,0.29997808,False,223,False," Prezado(a) Senhor(a). Segue anexa planilha contendo informações de vacâncias por estado, gerência-executiva, cargo, motivo e ano e abono de permanência das unidades deste Instituto. O Edital vigente (Edital nº 01/2015) prevê a convocação de 800 Técnicos do Seguro Social e 150 Analistas do Seguro Social com formação em Serviço Social, conforme quantitativo de vagas autorizadas por meio da Portaria nº 251, do Ministério do Planejamento, Orçamento e Gestão,  publicada no DOU de 29 de junho de 2015. Cumpre esclarecer que o ingresso dos candidatos homologados como excedentes só poderá ser realizado por meio de vacâncias referentes às nomeações do próprio edital do concurso. Isso porque,  considerar vagas oriundas de aposentadorias, outras vacâncias e exonerações ultrapassariam o quantitativo de vagas autorizadas. Dessa forma, convocações acima do número de vagas do edital dependem de nova autorização do Ministério do Planejamento, Desenvolvimento e Gestão. Atenciosamente,   Serviço de Acesso a Informação  SIC INSS ",1,1,False,False,head_tail_256_v1
169,0,0,0,c1,c1,0.7088218,0.19321421,0.097964,True,15,False, A pergunta deve ser direcionada ao órgão competente ou ao MEC ,1,1,False,False,head_tail_256_v1
184,0,1,2,c234,c5,0.12357797,0.31742188,0.55900013,False,155,False," Prezado Senhor (a),        Assunto: Solicitação de informação        A Lei de Acesso à Informação, Lei nº 12.527, de 18 de novembro de 2011, assegura a divulgação de informações públicas e de interesse público. Somos uma Fundação Pública que tem por finalidade promover estudos e pesquisas no campo das ciências sociais.       Em anexo, segue a resposta da solicitação de informação feita por V. Senhoria.       Ressaltamos que, no caso de indeferimento de acesso a informação, poderá ser interposto recurso através do sistema no prazo de 10 (dez) dias, conforme disposto no parágrafo único do art. 15 da Lei nº 12.527/2011.           Serviço de Informações ao Cidadão  FUNDAJ/MEC ",1,1,False,False,head_tail_256_v1
186,0,1,1,c234,c234,0.28791502,0.42686346,0.28522146,True,140,False," Contato direto.  Encaminhamento de demandas específicas. Telefone e e-mail Para contato com o suporte técnico de atendimento ao cadastro (CNARH) ligue para o 0800 725 2255 de segunda a sexta-feira, das 8h às 12h e das 13h às 17h ou envie e-mail para cnarh@ana.gov.br.  Agências por Bacias Hidrográficas Para empreendimentos localizados nas bacias hidrográficas abaixo, existem também serviços de atendimento ao usuário para esclarecimento de dúvidas sobre cadastro (CNARH) e cobrança pelo uso da água, nos endereços indicados a seguir: Bacia Hidrográfica",1,1,False,False,head_tail_256_v1
