row_id,fold,y_true,y_pred,y_true_label,y_pred_label,prob_c1,prob_c234,prob_c5,resp_text,duplicate_group_size,duplicate_unique_labels,is_duplicate,duplicate_conflict
55,1,0,0,c1,c1,0.46093290035876505,0.35745810486244967,0.1816089947787853," MINISTÉRIO DA DEFESA COMANDO DA AERONÁUTICA Centro de Comunicação Social da Aeronáutica  Prezado Cidadão,  Agradecemos seu contato com o Comando da Aeronáutica (COMAER) pelo sistema e-SIC. Sobre a solicitação em comento, cumpre-nos esclarecer a V.Sa. que a Norma Operacional do Sistema de Defesa Aeroespacial contém, em sua essência, assuntos de acesso restrito, ou seja, informações de caráter tecnológico e operacional cuja divulgação coloca em risco a segurança e a operacionalidade da Defesa Aeroespacial, e em consequência, a própria segurança do Estado e da Sociedade, nos termos estabelecidos pelo Decreto nº 7.845/2012, combinado com a própria Lei nº 12.527/2011 (Lei de Acesso à Informação) e seu Decreto regulamentador, Decreto nº 7.724/2012.  Demais dissso, o tema suscitado possui legislação específica que,  segundo o mandamento consignado no artigo 3º do Decreto-Lei nº 1.778, de 18 de março de 1980, que cria o Sistema de Defesa Aeroespacial Brasileiro  SISDABRA, determina que o Sistema de Defesa Aeroespacial Brasileiro é isento de quaisquer prescrições que determinem a publicação ou a divulgação ostensiva de sua organização e funcionamento.  Nesse sentido, o tema abordado já foi objeto de deliberação tanto no âmbito da CGU, quanto da CMRI, cujas decisões seguem anexas que, em em apertada sintese, concluiram que o fornecimento da informação poderia fragilizar o dever maior de se proteger a segurança do país, estando o sigilo aplicado revestido pela razoabilidade, e que as informação esta resguardada por sigilo legal específico, conforme o disposto no art. 22 da Lei 12.527/11 c/c Decreto-Lei nº 1.778/80.  Por fim, cabe ressaltar que, nos termos do art. 21, do Decreto nº 7.724/2012, eventual recurso sobre esta resposta poderá ser dirigido ao Chefe do Estado-Maior da Aeronáutica, no prazo de dez dias, a contar da data desta resposta.  Serviço de Informações ao Cidadão COMANDO DA AERONÁUTICA Centro de Comunicação Social da Aeronáutica Esplanada dos Ministérios  Bloco M - 7º andar  Brasília  Distrito Federal CEP 70.045-900. ",1,1,False,False
56,1,2,2,c5,c5,0.04615713728632052,0.23604196591598264,0.7178008967976968," Informamos que a Universidade Federal de Goiás (UFG) possui 01 (um) código de vaga desocupado referente ao cargo de Auditor, nível E. Esta vaga será disponibilizada no próximo Edital de concurso para Técnico em Administrativo em Educação que será lançado em breve, por isso, não há possibilidade de aproveitarmos concurso do IF do Sudeste de Minas Gerais.  Atenciosamente,  Juliana Tavares Secretária Executiva Pró-Reitoria de Desenvolvimento Institucional e Recursos Humanos - PRODIRH/UFG (62) 3521-1790 ",1,1,False,False
64,1,0,0,c1,c1,0.5727628404017525,0.3168507124529922,0.11038644714525528," Prezado Senhor Girolamo Domenico Treccani Para que possamos atender a demanda, torna-se necessário esclarecimentos acerca da solicitação, tais como: acesso a quais processos?Passos para acessar quais sistemas? Tão logo haja complementação das informações daremos prosseguimento. O prazo para recorrer desta informação é de até 10 (dez) dias, a contar de sua ciência, e a autoridade competente para apreciação do seu recurso é a responsável pelo monitoramento da Lei de Acesso a Informação no INCRA. Atenciosamente, ",1,1,False,False
66,1,0,1,c1,c234,0.3610222193623978,0.4740626131682203,0.16491516746938195," Prezada Senhora,   As informações sobre isenção do imposto de renda para pessoas físicas portadoras de moléstias estão disponíveis na página da Secretaria da Receita Federal e poderão ser acessadas por meio do link: http://idg.receita.fazenda.gov.br/orientacao/tributaria/isencoes/isencao-para-portadores-de-molestia-grave  Na Carta de Serviços do Ministério da Fazenda o contribuinte também poderá obter orientações sobre o assunto, além de acessar diretamente os formulários para solicitar a isenção:  https://www1.fazenda.gov.br/carta/carta-rfb.asp#25RFB.  Atenciosamente, Serviço de Informação ao Cidadão - SIC Ministério da Fazenda ",1,1,False,False
68,1,1,1,c234,c234,0.3258483409550597,0.4085183352623563,0.26563332378258403," Prezado(a) Senhor(a),  Em atenção ao Pedido de Informação e-SIC NUP 54800.000550/2017-99, informamos que o processo indicado por Vossa Senhoria (Processo nº 56422.022762/2009-81) não foi localizado no SISPROT - Comunicação e Protocolo, consoante anexo.  Diante disso, há necessidade de que sejam apresentados outros dados relativos ao processo/título do Terra Legal, em novo pedido de informação, para que as informações solicitadas possam ser localizadas.  Salientamos que, caso Vossa Senhoria não fique satisfeito(a) com a resposta apresentada, é cabível recurso de 1ª instância à Autoridade de Monitoramento-SIC/SEAD.  Atenciosamente, SIC-SEAD/CC/PR ",1,1,False,False
87,1,0,0,c1,c1,0.6521588306527054,0.274276915134056,0.07356425421323873," Prezado(a) Senhor(a),  Sua manifestação foi analisada e classificada como uma solicitação, definida pela Instrução Normativa da Ouvidoria-Geral da União nº 05/2018, como um requerimento de adoção de providência por parte da Administração.  Para dar o tratamento adequado à sua solicitação, oferecendo uma resposta mais completa e rápida, ela foi encaminhada ao e-OUV (Sistema de Ouvidorias do Poder Executivo Federal), responsável pelo registro e tratamento de manifestações de ouvidoria.  Caso não concorde com o encaminhamento do pedido, é possível apresentar pedido de revisão à Ouvidoria-Geral da União (OGU), em até 10 (dez) dias, clicando aqui. O pedido de revisão será julgado pela OGU em até 5 (cinco) dias.  Somente ao fim do prazo para apresentação do pedido de revisão, ou seja, após 10 dias, o andamento da sua solicitação poderá ser acompanhado por meio do e-Ouv, disponível em http://sistema.ouvidorias.gov.br/. Você pode fazer a consulta clicando em ""Consulte sua Manifestação"" e informando seu número de protocolo e endereço de e-mail.  Para consultar a manifestação no e-Ouv basta acessar este link. ",47,3,True,True
90,1,2,1,c5,c234,0.3577623870506726,0.45102734891036744,0.1912102640389599," Senhor, O Serviço de Informações ao Cidadão do Ministério do Planejamento, Desenvolvimento e Gestão agradece o seu contato.   Em atenção à sua solicitação informamos que o processo nº 05210.007883/2017-83 tem como solicitação a recomposição permanente do quadro de servidores do Instituto Nacional do Seguro Social - INSS, bem como requer um provimento adicional do concurso vigente. No que se refere a disponibilizar cópia do processo, a Lei nº 12.527, de 18 de novembro de 2011, que regula o acesso a informações previsto na Constituição Federal, dispõe que o direito de acesso aos documentos ou às informações neles contidas utilizados como fundamento da tomada de decisão e do ato administrativo será assegurado com a edição do ato decisório respectivo. Cumpre observar que a convocação adicional de candidatos consiste em ato discricionário da Administração Pública, ou seja, não-obrigatório, avaliado frente as prioridades do serviço público federal e a disponibilidade orçamentário-financeira. Atenciosamente, Serviço de Informações ao Cidadão (SIC) Ministério do Planejamento, Desenvolvimento e Gestão (MP) www.planejamento.gov.br/acesso-a-informacao ",1,1,False,False
93,1,0,1,c1,c234,0.1846300137253729,0.5156630282476999,0.29970695802692726," Prezado senhor Paulo Victor , Em atenção a sua demanda 99933000073/2016-11, 26/07/2016, segue anexo, resposta do Gerente Roberto Mendes Santos, da Gerência de Carreiras e Remuneração  Gecar, desta Conab.  Informamos , que caso a resposta não lhe seja satisfatória a Vossa Senhoria tem o direito no prazo de 10 dias, entrar com recurso conforme o disposto no art.15 da Lei 12.527/2011 (Lei de Acesso a Informação), combinado com o art.21 do Decreto 7724/2012. Atenciosamente, Serviço de Informação ao Cidadão - SIC/CONAB ",1,1,False,False
102,1,1,1,c234,c234,0.421942087765384,0.4431641917850934,0.13489372044952253," Senhora,     O plano de previdência com cobertura de risco do tipo Pecúlio por Morte, processo SUSEP 10.006756/01-80, foi elaborado pela Mongeral Previdência Privada S.A  na versão padrão do respectivo plano. Dessa forma, o documento enviado à Autarquia para aprovação é composto apenas de carta de encaminhamento e condições específicas / parâmetros, que contém as bases técnicas adotadas.        Os planos do tipo padrão têm Regulamento e Nota Técnica Atuarial previamente analisados e aprovados pela SUSEP com condições preestabelecidas, que não são enviados à SUSEP pela Sociedade, e exigem que alguns parâmetros técnicos sejam informados de acordo com a estrutura técnica desejada pelas Sociedades. Por este motivo, as Sociedades têm de enviar apenas o documento ""Condições Específicas / Parâmetros"" para análise e aprovação da SUSEP.       De forma a certificar que a Sociedade está, de fato, utilizando os documentos previamente aprovados pela SUSEP, a Sociedade declara, por meio de correspondência específica, que a Nota Técnica Atuarial e o Regulamento relativos às condições específicas / parâmetros apresentadas para aprovação, contém igual teor e estão redigidos nos moldes e termos daqueles aprovados pela SUSEP no respectivo processo e estão arquivados na Sociedade, à disposição da fiscalização da SUSEP. No caso concreto, o plano padrão foi aprovado por meio do processo SUSEP 10.000675/99-71.       O Decreto 7.724/2012, que regulamenta a Lei 12527 sobre o acesso a informações, parágrafo 2º do artigo 5º, dispõe:   ""Art. 5º ...   § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.""       Dessa forma, e em atendimento ao disposto no Decreto 7724/2012, artigo 5º, parágrafo 2º, segue o arquivo com o Regulamento padrão vigente à época da aprovação do plano. Ressaltamos que este documento não foi encaminhado pela Sociedade à SUSEP, conforme exposto acima, e, portanto, não contempla as bases técnicas do respectivo plano.       O processo SUSEP 10.006756/01-80 foi aprovado pela SUSEP por meio da Carta SUSEP/DETEC/GEPEP/DIPLA/Nº 29/2002, em 08/01/2002.       é importante ressaltar que a Sociedade tem obrigação de enviar o Regulamento do plano para cada participante e disponibilizar para cada proponente no momento da contratação.       Resumo da base técnica do plano:    - Idade Máxima para Ingresso no Plano: 70 anos   - índice de Atualização: IGPM-FGV   - Carregamento: 30%   - Período de Carência: 24 meses   - Tábua de Mortalidade : SGB71 Male (participantes do sexo masculino e do sexo feminino)   - Taxa de Juros: 6% a.a.    Em anexo encaminhamos o regulamento solicitado por Vossa Senhoria   Atenciosamente,  SIC/SUSEP ",1,1,False,False
107,1,1,0,c234,c1,0.5491531455079613,0.25826413103270957,0.19258272345932917," Prezado,  Segue resposta ao seu pedido de informação, conforme documento anexo. Em caso de insatisfação existe a possibilidade de ingressar com recurso no sistema.  Att.  SIC IFBA ",1,1,False,False
111,1,2,2,c5,c5,0.11101387400498412,0.26219571263613267,0.6267904133588831," Prezado (a) Senhor (a),   A Advocacia-Geral da União (AGU) agradece o envio da sua mensagem. Em resposta, a Procuradoria Geral Federal  PGF, enviou a resposta que se segue:  ""... informo que a PGF possui, atualmente, 476 cargos vagos na Carreira de Procurador Federal. Importante esclarecer que o provimento inicial na Carreira de Procurador Federal se dá, invariavelmente, na 2ª Categoria"". Sendo o que havia para o momento, colocamo-nos ao seu dispor. Atenciosamente, Serviço de Informações ao Cidadão Advocacia-Geral da União ",1,1,False,False
125,1,2,2,c5,c5,0.277955023359125,0.2890627765547768,0.4329822000860983," Informo-vos que o Hospital das Forças Armadas não possui qualquer espécie de contrato firmado com escritório de advocacia para defesa contenciosa. Ressalto que por força Constitucional, os interesses dos órgãos públicos federais são representados pela Advocacia Geral da União (AGU). ",1,1,False,False
126,1,1,1,c234,c234,0.2698958920828813,0.3720697071900198,0.35803440072709897," Prezada Senhora,  Segue, em anexo, respostas ao seu pedido de acesso à informação.   Atenciosamente,  Equipe do Serviço de Informação ao Cidadão SIC-DPU  Endereço: SAUN  Quadra 5  Lote C  Centro Empresarial CNC  Bloco C  2º Andar CEP 70.040-250 - Brasília/DF Telefone: +55 61-3318-0297 http://www.acessoainformacao.gov.br ",1,1,False,False
147,1,2,2,c5,c5,0.11700683806966641,0.4010820307630513,0.48191113116728224," Prezado Sr.,  De acordo com o número informado, 953.025.346.063-1, tal imagem anexa, não foi localizado o imóvel rural. Com base em pesquisa pelo CPF, contudo, foi localizado um imóvel cancelado:  Código do imóvel: 950.025.346.063-1 Denominação:  Fazenda Rio Novo Área: 2.418,0000 Município sede:  Itaituba UF:  PA  Situação: Cancelado Código e descrição da Unidade de Recepção: 1506807 - UMC SANTARÉM Data do Cancelamento: 28/11/2013 Ex officio: Sim Motivo do Cancelamento: Não Comprovação de Posse/Domínio Justificativa do Cancelamento: --- Consulta realizada em: 03/04/2017 17:55:21  Informamos ainda que solicitações de declaração não se enquadram na Lei de Acesso à Informação por se tratarem de serviços:  ""1) O e-SIC não é o canal adequado para apresentação de reclamações, solicitação de serviços, consultas sobre interpretação de normativos ou denúncias.""    Qualquer solicitação de serviço deve ser realizada em uma Regional do Incra ou em uma Unidade Avançada.  Seguem contatos da Regional e da Unidade Avançada em Itaituba:    Superintendência:  Av. Presidente Vargas, s/nº - Bairro Fátima (93) 3523 - 1296/ 5831  Superintendente: Rogério Borges Zardo Substituto(a): Arquimedes de Cerqueira Júnior Cidade: Santarém Estado: PA CEP: 68040-060 Atendimento à imprensa: (93) 3522-1192 Fax: (93) 3523 -1296 (gabinete)   Unidade Avançada:  ITAITUBA/MIRITITUBA  Rua São Bartolomeu, S/N Bairro N. S. de Nazaré, Distrito de Miritituba Cep: 68.191-400   Informamos que Vossa Senhoria tem o direito de recorrer desta informação no prazo de 10 (dez) dias, a contar de sua ciência. A autoridade competente para apreciação de seu recurso é a responsável pelo monitoramento da Lei de Acesso à Informação no INCRA.   Atenciosamente,  Equipe SIC/LAI Incra ",1,1,False,False
150,1,1,1,c234,c234,0.2311215350370709,0.44686004881005487,0.32201841615287424," Prezado(a) Senhor(a),   Refiromo-nos ao pedido de informação n.º 01390000427201942, datado de 6/03/2019, em que Vossa Senhoria solicitou a informação conforme segue:           Resumo   informações sobre incidência de tributos.     Detalhamento    Gostaria de saber se a empresa de telefonia tem autorização legal para cobrar do consumidor, na conta mensal de telefone, valores referentes a FUST TOTAL e FUNTIEL TOTAL. E, também saber, se a empresa poderá cobrar multa se o consumidor quiser trocar o tipo de prestação de serviço, como por exemplo, TV por assinatura que vem cobrado junto com a fatura mensal.  Meu contrato com a NET vai fazer um ano em junho de 2019.       Primeiramente, cumpre informar que a  lei de instituição dos respectivos Fundos, não é feita a cobrança deste valor ao usuário e sim a disponibilização da informação do valor da contribuição ao Fust/Funttel referente aos serviços faturados, conforme abaixo:   LEI No 9.998, DE 17 DE AGOSTO DE 2000.  (http://www.planalto.gov.br/ccivil_03/leis/L9998.htm) Institui o Fundo de Universalização dos Serviços de Telecomunicações - Fust   Art. 10. As contas dos clientes das empresas prestadoras de serviços de telecomunicações deverão indicar, em separado, o valor da contribuição ao Fust referente aos serviços faturados.   e    LEI No 10.052, DE 28 DE NOVEMBRO DE 2000.   (http://www.planalto.gov.br/ccivil_03/leis/L10052.htm) Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações  Funttel, e dá outras providências.   Art. 6o .   § 6o As contas dos usuários de serviços de telecomunicações deverão indicar, em separado, o valor da contribuição ao Funttel referente aos serviços faturados.   Em relação ao questionamento sobre a cobrança de multa, informamos que em caso de cancelamento do contrato de prestação de serviço antes do prazo final de permanência mínima (fidelização), poderá ser cobrada multa de rescisão. A multa deverá ser proporcional ao tempo restante da fidelização e nunca superior ao valor do benefício recebido. No entanto, se o cancelamento for solicitado porque a prestadora descumpriu o contrato ou outra obrigação legal, o consumidor não precisa pagar a multa por quebra de fidelização (do contrato de permanência). A prestadora, contudo, poderá discordar se conseguir comprovar a improcedência do alegado pelo consumidor. Essa situação deverá ser analisada caso a caso pela prestadora. Fundamento: art. 58 do Regulamento Geral de Direitos do Consumidor de Serviços de Telecomunicações  RGC (Resolução Anatel n. 632, de 7 de março de 2014).   Art. 58. Rescindido o Contrato de Prestação de Serviço antes do final do prazo de permanência, a Prestadora pode exigir o valor da multa estipulada no Contrato de Permanência, a qual deve ser proporcional ao valor do benefício e ao tempo restante para o término do prazo de permanência.   Parágrafo único. é vedada a cobrança prevista no caput na hipótese de rescisão em razão de descumprimento de obrigação contratual ou legal por parte da Prestadora, cabendo a ela o ônus da prova da não procedência do alegado pelo Consumidor.   Caso haja oferta conjunta (combo), deve-se observar não ser possível o cancelamento de apenas um dos serviços do combo, o contrato do combo deve ser cancelado como um todo. Se o consumidor já não se interessar por um dos serviços ofertados no combo, ele pode cancelar o contrato e contratar outro combo. Ao tomar essa decisão é importante que o consumidor tenha em mente que ele ainda poderá ser cobrado por contas em aberto ou, em alguns casos, ter de pagar uma multa proporcional caso esteja fidelizado. Fundamento: art. 56 do Regulamento Geral de Direitos do Consumidor de Serviços de Telecomunicações  RGC (Resolução Anatel n. 632, de 7 de março de 2014).   Art. 56. O Consumidor pode rescindir o Contrato de Prestação do Serviço celebrado na Oferta Conjunta de Serviços de Telecomunicações a qualquer tempo e sem ônus, ressalvada a multa decorrente da inobservância do Contrato de Permanência.   Parágrafo único. Se o pedido de rescisão do Consumidor, antes do término do prazo previsto no Contrato de Permanência, decorrer de descumprimento de obrigação legal ou contratual da Prestadora com relação a qualquer um dos serviços da Oferta Conjunta de Serviços de Telecomunicações, deve ser garantido ao Consumidor à rescisão de todo o Contrato de Prestação do Serviço, sem multa, cabendo a Prestadora o ônus da prova da não procedência do alegado.   Informamos que em caso de reclamações, estas serão tratadas através de nossos canais de atendimento, uma vez havida a interação com a prestadora para solução do problema. A lei de acesso à informação não permite o acolhimento de reclamações através deste canal. Esse entendimento foi corroborado pela Controladoria Geral da União no Parecer nº 1582, de 08/05/2014 (Processo nº 48700.000679/2014-80): ""a Lei de Acesso à Informação não ampara a formulação de consultas, reclamações e denúncias, bem como pedidos de providências para a Administração Pública Federal ou solicitações de indenizações"".   Para o correto tratamento de sua reclamação, a Anatel disponibiliza os seguintes canais de atendimento:    1.    internet (Fale Conosco/sistema Focus  disponível todos os dias, a qualquer hora)  Portal da Anatel (http://www.anatel.gov.br), aba Consumidor, menu Quer reclamar? Saiba como!,    2.    aplicativo Anatel Consumidor (também disponível a qualquer dia e hora), gratuito para smartphones e tablets (sistemas Android, iOS e Windows Phone), e   3.    Central de Atendimento Telefônico - número 1331, ou 1332 para deficientes auditivos (funciona nos dias úteis, das 8h às 20h).       Por fim, informo que nos termos da Lei nº 12.527/2011, no caso de indeferimento de acesso a informação ou de não apresentação das razões da negativa, a Sra. tem o direito de recorrer da decisão no prazo de até 10 (dez) dias, a contar de sua ciência. As autoridades competentes para apreciação de seu recurso são os titulares da Superintendência de Relações com Consumidores, Elisa Leonel ou da Superintendência de Administração e Finanças  SAF, Isadora Moreira Firmino.   Atenciosamente,   Gerência de Finanças, Orçamento e Arrecadação - AFFO   Gerência de Tratamento de Solicitações de Consumidores - RCTS ",1,1,False,False
151,1,1,1,c234,c234,0.2697965832247522,0.4045679254101651,0.3256354913650828," Senhor,   Cumprimentando vossa senhoria e em referência a este pedido de informação encaminhamos anexo a esta resposta cópia da tela contendo a listagem das portarias emitidas em seu nome. Com esta cópia vossa senhoria poderá obter uma via de cada portaria junto ao RH do seu campus ou consultar diretamente na página de portarias digitalizadas no módulo Sipac      Atenciosamente,   equipe e-SIC Port. 0748/2016-IFPA ",1,1,False,False
