row_id,fold,y_true_id,y_pred_id_v2,y_pred_id_norberto,pred_bert512,pred_soft256,pred_svc_word_char,pred_baseline,pred_ordinal256_corrected,prob_c1,prob_c234,prob_c5,vote_pattern,tie_leader_a,tie_leader_b,v3_targeted_tie,v3_changed_prediction,y_pred_id_v3,y_pred_v3,correct_v2,correct_v3
52,4,2,2,2,2,2,2,2,2,0.0048789491669064,0.0833411610463881,0.9117798897867054,5-0-0,-1,-1,False,False,2,c5,True,True
53,2,1,0,0,0,0,0,0,0,0.4748331775438241,0.3924869672052783,0.1326798552508976,5-0-0,-1,-1,False,False,0,c1,False,False
54,3,2,1,1,1,0,1,1,1,0.3749397503616211,0.418377647675094,0.2066826019632848,4-1-0,-1,-1,False,False,1,c234,False,False
55,1,0,1,0,0,1,0,1,1,0.4477944252336261,0.4063302636149869,0.1458753111513869,3-2-0,-1,-1,False,False,1,c234,False,False
56,1,2,2,2,2,2,2,2,2,0.0168593243134124,0.1988751643310022,0.7842655113555852,5-0-0,-1,-1,False,False,2,c5,True,True
57,2,0,0,1,1,0,0,0,1,0.4248527296682917,0.4342911869067115,0.1408560834249967,3-2-0,-1,-1,False,False,0,c1,True,True
58,4,1,2,2,2,2,1,2,2,0.1955124911997799,0.3102617398004364,0.4942257689997836,4-1-0,-1,-1,False,False,2,c5,False,False
59,4,0,0,0,0,0,0,0,0,0.8196532770875313,0.1098365907562795,0.0705101321561892,5-0-0,-1,-1,False,False,0,c1,True,True
60,3,2,2,1,2,1,2,2,1,0.2043129753941839,0.4385917504160802,0.3570952741897359,3-2-0,-1,-1,False,False,2,c5,True,True
61,0,2,2,2,2,2,2,2,2,0.1464276054137602,0.2772608832369488,0.5763115113492909,5-0-0,-1,-1,False,False,2,c5,True,True
62,2,0,1,2,1,1,0,2,1,0.18374381442345,0.3538729612984283,0.4623832242781216,3-1-1,-1,-1,False,False,1,c234,False,False
63,3,1,2,2,2,2,1,1,2,0.3013287147858897,0.3044994478553865,0.3941718373587237,3-2-0,-1,-1,False,False,2,c5,False,False
64,1,0,0,0,0,0,0,0,0,0.6120336170553221,0.3351621214103497,0.0528042615343281,5-0-0,-1,-1,False,False,0,c1,True,True
65,3,1,0,0,0,0,0,0,0,0.5008616905349453,0.3754945881342496,0.1236437213308049,5-0-0,-1,-1,False,False,0,c1,False,False
66,1,0,1,1,1,1,1,1,1,0.3539182906095139,0.4373242696444588,0.2087574397460272,5-0-0,-1,-1,False,False,1,c234,False,False
67,0,0,1,2,1,1,2,2,1,0.1128710203610149,0.3944397711188429,0.4926892085201421,3-2-0,-1,-1,False,False,1,c234,False,False
68,1,1,1,0,0,1,1,1,1,0.3886045851663094,0.3666344543850833,0.2447609604486071,4-1-0,-1,-1,False,False,1,c234,True,True
69,3,1,1,1,1,0,2,2,1,0.2339719072613381,0.461856743803158,0.3041713489355038,2-2-1,1,2,True,False,1,c234,True,True
70,4,2,2,2,2,2,2,2,2,0.000757568587788,0.0049351458997646,0.9943072855124474,5-0-0,-1,-1,False,False,2,c5,True,True
71,4,0,1,1,1,0,2,0,1,0.3437593969677594,0.397989793403437,0.2582508096288035,2-2-1,0,1,True,False,1,c234,False,False
72,4,1,1,1,1,1,1,1,1,0.1996776091811193,0.5685508929295382,0.2317714978893425,5-0-0,-1,-1,False,False,1,c234,True,True
73,0,0,0,0,2,0,1,0,1,0.4694482664056918,0.2548298811586817,0.2757218524356263,2-2-1,0,1,True,False,0,c1,True,True
74,3,1,2,2,2,2,1,2,2,0.1492771234499496,0.3877629933761929,0.4629598831738573,4-1-0,-1,-1,False,False,2,c5,False,False
75,4,1,0,0,0,0,0,0,0,0.6681497010379545,0.1774314819847609,0.1544188169772847,5-0-0,-1,-1,False,False,0,c1,False,False
76,0,1,0,0,0,0,1,0,0,0.4737846078248715,0.3211956413120068,0.2050197508631216,4-1-0,-1,-1,False,False,0,c1,False,False
77,2,1,2,2,2,2,2,2,2,0.0381976591152332,0.2707040579678774,0.6910982829168894,5-0-0,-1,-1,False,False,2,c5,False,False
78,3,1,1,1,1,1,1,1,1,0.2565282965797435,0.480033747257286,0.2634379561629705,5-0-0,-1,-1,False,False,1,c234,True,True
79,2,1,2,1,1,1,2,2,2,0.2121352835151785,0.6578244274453532,0.1300402890394683,3-2-0,-1,-1,False,False,2,c5,False,False
80,3,0,1,1,1,1,1,1,1,0.1159297489159162,0.4496426449078134,0.4344276061762704,5-0-0,-1,-1,False,False,1,c234,False,False
81,3,0,0,0,0,0,1,1,0,0.6099530254382823,0.3356986820403299,0.0543482925213877,3-2-0,-1,-1,False,False,0,c1,True,True
82,3,1,1,1,2,1,0,1,1,0.1811894106368443,0.4516344121276318,0.3671761772355238,3-1-1,-1,-1,False,False,1,c234,True,True
83,3,1,1,1,1,1,1,1,1,0.1408240799071425,0.610220303300587,0.2489556167922703,5-0-0,-1,-1,False,False,1,c234,True,True
84,0,1,2,2,2,2,2,2,2,0.0714790352785204,0.2994721369426749,0.6290488277788047,5-0-0,-1,-1,False,False,2,c5,False,False
85,3,2,1,1,1,1,1,0,0,0.3038299393958699,0.4710982956116334,0.2250717649924966,3-2-0,-1,-1,False,False,1,c234,False,False
86,4,0,1,1,1,1,2,2,1,0.2866822675723758,0.3880164985310512,0.3253012338965729,3-2-0,-1,-1,False,False,1,c234,False,False
87,1,0,0,0,0,0,0,0,0,0.6963826949612122,0.2628049320157318,0.0408123730230559,5-0-0,-1,-1,False,False,0,c1,True,True
88,4,2,1,1,1,1,1,1,1,0.3226738349154855,0.4663176767658906,0.2110084883186238,5-0-0,-1,-1,False,False,1,c234,False,False
89,3,0,2,2,2,1,2,2,2,0.0792130186142939,0.3082858325880343,0.6125011487976717,4-1-0,-1,-1,False,False,2,c5,False,False
90,1,2,1,0,1,1,1,1,1,0.4440513167484953,0.3406946156428391,0.2152540676086654,5-0-0,-1,-1,False,False,1,c234,False,False
91,4,0,0,0,0,0,0,0,0,0.673599415010988,0.289711498334507,0.0366890866545049,5-0-0,-1,-1,False,False,0,c1,True,True
92,0,0,0,0,0,0,0,0,0,0.7189573812782819,0.2295682838745432,0.0514743348471748,5-0-0,-1,-1,False,False,0,c1,True,True
93,1,0,1,1,1,1,2,2,1,0.2367032280659381,0.5026936718751948,0.260603100058867,3-2-0,-1,-1,False,False,1,c234,False,False
94,3,0,1,0,1,0,1,1,1,0.4388189768930992,0.3008877047441735,0.2602933183627272,4-1-0,-1,-1,False,False,1,c234,False,False
95,4,0,0,0,0,0,0,0,0,0.5637010361324465,0.2576404604350711,0.1786585034324823,5-0-0,-1,-1,False,False,0,c1,True,True
96,3,1,0,0,1,0,0,0,0,0.5201163415074495,0.3185623270584355,0.1613213314341149,4-1-0,-1,-1,False,False,0,c1,False,False
97,4,2,1,1,1,1,2,2,1,0.1143971119725842,0.591547651067555,0.2940552369598606,3-2-0,-1,-1,False,False,1,c234,False,False
98,3,2,2,2,2,2,1,2,2,0.0625844938775806,0.2698049219086772,0.6676105842137422,4-1-0,-1,-1,False,False,2,c5,True,True
99,2,2,1,2,2,1,1,1,2,0.2535230364833181,0.3594283135144591,0.3870486500022227,3-2-0,-1,-1,False,False,1,c234,False,False
100,3,1,1,1,1,1,0,1,0,0.4038458995712028,0.477242885870951,0.118911214557846,3-2-0,-1,-1,False,False,1,c234,True,True
101,4,1,2,2,2,2,0,0,1,0.3562890984483989,0.2437106676581816,0.4000002338934195,2-2-1,0,2,False,False,2,c5,False,False
102,1,1,1,1,1,1,1,1,1,0.2936130156301172,0.5139248661925906,0.1924621181772921,5-0-0,-1,-1,False,False,1,c234,True,True
103,2,2,1,1,1,1,1,1,1,0.205717229183044,0.5435829079430983,0.2506998628738576,5-0-0,-1,-1,False,False,1,c234,False,False
104,3,1,0,0,0,0,0,0,0,0.5706801957842972,0.2946948173629177,0.1346249868527851,5-0-0,-1,-1,False,False,0,c1,False,False
105,3,0,1,2,1,1,2,2,1,0.1839467453897812,0.3483884745991908,0.4676647800110277,3-2-0,-1,-1,False,False,1,c234,False,False
106,4,0,0,0,0,0,1,0,0,0.6163281468144896,0.3250994352217954,0.0585724179637149,4-1-0,-1,-1,False,False,0,c1,True,True
107,1,1,0,0,0,0,0,0,0,0.5609044101213646,0.2359990649198685,0.2030965249587669,5-0-0,-1,-1,False,False,0,c1,False,False
108,2,2,0,0,0,0,0,0,0,0.5548465259836954,0.3806424530438215,0.064511020972483,5-0-0,-1,-1,False,False,0,c1,False,False
109,4,1,2,1,2,2,2,2,1,0.1341973113735015,0.5164442991514491,0.3493583894750493,4-1-0,-1,-1,False,False,2,c5,False,False
110,2,2,2,2,2,2,2,2,2,0.0125963332390573,0.0771901586107548,0.9102135081501878,5-0-0,-1,-1,False,False,2,c5,True,True
111,1,2,2,2,2,2,2,2,2,0.1259913006083917,0.3511514061804546,0.5228572932111537,5-0-0,-1,-1,False,False,2,c5,True,True
112,2,1,2,2,2,2,2,2,2,0.0058747578062155,0.0346678005836308,0.9594574416101536,5-0-0,-1,-1,False,False,2,c5,False,False
113,0,2,1,1,1,1,1,1,1,0.2698358459814187,0.5180312019892093,0.212132952029372,5-0-0,-1,-1,False,False,1,c234,False,False
114,3,0,0,1,0,0,1,0,0,0.3978293520460995,0.4574518288934157,0.1447188190604849,4-1-0,-1,-1,False,False,0,c1,True,True
115,3,1,0,0,1,0,0,0,1,0.4180975698720751,0.4152492276521453,0.1666532024757795,3-2-0,-1,-1,False,False,0,c1,False,False
116,4,2,2,2,2,2,2,2,2,0.1014948607387738,0.2967844776668398,0.6017206615943863,5-0-0,-1,-1,False,False,2,c5,True,True
117,3,0,0,0,0,0,0,0,0,0.8104467598474824,0.1562325209763939,0.0333207191761237,5-0-0,-1,-1,False,False,0,c1,True,True
118,2,2,0,0,0,0,1,1,0,0.5264417218465429,0.3836045926307451,0.0899536855227119,3-2-0,-1,-1,False,False,0,c1,False,False
119,0,1,0,1,0,0,0,1,0,0.4232862635936453,0.4527913886645632,0.1239223477417915,4-1-0,-1,-1,False,False,0,c1,False,False
120,0,2,2,2,2,2,1,1,2,0.154960325008033,0.3863498612363273,0.4586898137556396,3-2-0,-1,-1,False,False,2,c5,True,True
121,0,0,2,1,2,2,0,0,2,0.2740611360420777,0.3662827320158814,0.3596561319420407,3-2-0,-1,-1,False,False,2,c5,False,False
122,3,1,0,0,0,0,0,0,0,0.5256214879808067,0.4123636344006195,0.0620148776185738,5-0-0,-1,-1,False,False,0,c1,False,False
123,0,1,0,0,0,0,0,0,0,0.6125184870305898,0.3151435797228737,0.0723379332465364,5-0-0,-1,-1,False,False,0,c1,False,False
124,0,0,0,0,0,0,0,0,0,0.6125184870305898,0.3151435797228737,0.0723379332465364,5-0-0,-1,-1,False,False,0,c1,True,True
125,1,2,2,2,2,2,2,2,1,0.3555539502162809,0.2777516373982879,0.3666944123854311,4-1-0,-1,-1,False,False,2,c5,True,True
126,1,1,1,2,2,1,1,2,1,0.2003876621970196,0.3882427368921356,0.4113696009108448,3-2-0,-1,-1,False,False,1,c234,True,True
127,2,2,2,2,2,2,1,2,2,0.0614700258733751,0.286638695904258,0.6518912782223668,4-1-0,-1,-1,False,False,2,c5,True,True
128,0,1,2,2,2,2,1,2,1,0.3209175781723296,0.3199787658398962,0.3591036559877742,3-2-0,-1,-1,False,False,2,c5,False,False
129,2,0,0,2,0,1,0,0,1,0.2249270036386706,0.3671484108941574,0.4079245854671719,3-2-0,-1,-1,False,False,0,c1,True,True
130,4,1,1,1,1,1,1,1,1,0.179263251703595,0.4819638336111058,0.3387729146852991,5-0-0,-1,-1,False,False,1,c234,True,True
131,0,2,0,0,0,0,1,1,0,0.4361282531153658,0.411559235597675,0.1523125112869591,3-2-0,-1,-1,False,False,0,c1,False,False
132,3,1,1,0,1,0,1,1,1,0.4803076178913255,0.3295466047842128,0.1901457773244616,4-1-0,-1,-1,False,False,1,c234,True,True
133,2,1,2,2,2,2,1,1,2,0.1752049905476639,0.3319787772211279,0.4928162322312081,3-2-0,-1,-1,False,False,2,c5,False,False
134,4,0,0,2,0,0,1,0,1,0.3098674053249395,0.3183406450470735,0.3717919496279869,3-2-0,-1,-1,False,False,0,c1,True,True
135,3,0,0,0,0,0,0,0,0,0.7779660753156376,0.1846027752356342,0.0374311494487282,5-0-0,-1,-1,False,False,0,c1,True,True
136,3,0,2,1,1,2,2,0,2,0.3090603675023519,0.3928289472472578,0.2981106852503903,3-1-1,-1,-1,False,False,2,c5,False,False
137,4,1,1,1,1,2,1,0,1,0.3306988577373027,0.4087326166567525,0.2605685256059447,3-1-1,-1,-1,False,False,1,c234,True,True
138,0,2,2,2,2,2,2,2,2,0.0392568635641044,0.2083557771092678,0.7523873593266277,5-0-0,-1,-1,False,False,2,c5,True,True
139,3,1,1,1,1,2,1,1,2,0.1287120121720779,0.4375584327352864,0.4337295550926356,3-2-0,-1,-1,False,False,1,c234,True,True
140,3,1,2,2,2,2,2,2,2,0.2160110076952485,0.3838610122535951,0.4001279800511564,5-0-0,-1,-1,False,False,2,c5,False,False
141,3,2,1,1,1,1,1,1,1,0.3030548574392727,0.404680718611713,0.2922644239490142,5-0-0,-1,-1,False,False,1,c234,False,False
142,2,1,1,1,1,1,0,1,1,0.3918743556295828,0.4082565831057943,0.1998690612646227,4-1-0,-1,-1,False,False,1,c234,True,True
143,4,2,0,1,0,0,1,1,0,0.4133074368025614,0.425075961946927,0.1616166012505116,3-2-0,-1,-1,False,False,0,c1,False,False
144,2,0,0,0,0,0,0,0,0,0.6483673237588102,0.3006000475760488,0.0510326286651408,5-0-0,-1,-1,False,False,0,c1,True,True
145,4,0,2,2,2,2,2,2,1,0.1171321932939628,0.1698862891815069,0.7129815175245303,4-1-0,-1,-1,False,False,2,c5,False,False
146,4,0,1,0,1,1,1,0,1,0.5471814525303397,0.3375616782350129,0.1152568692346475,4-1-0,-1,-1,False,False,1,c234,False,False
147,1,2,2,1,2,2,2,2,1,0.1406893764711502,0.4579363669608648,0.4013742565679851,4-1-0,-1,-1,False,False,2,c5,True,True
148,3,0,1,1,1,1,2,2,1,0.2147559200984537,0.4444862496561633,0.340757830245383,3-2-0,-1,-1,False,False,1,c234,False,False
149,2,1,1,1,1,0,2,0,1,0.3255996169456623,0.4144450640499164,0.2599553190044212,2-2-1,0,1,True,False,1,c234,True,True
150,1,1,1,1,1,1,1,1,1,0.2123038700910226,0.4689513663760689,0.3187447635329085,5-0-0,-1,-1,False,False,1,c234,True,True
151,1,1,1,2,2,1,1,2,1,0.1359811767064908,0.2920754967011875,0.5719433265923216,3-2-0,-1,-1,False,False,1,c234,True,True
152,4,0,0,0,0,0,0,0,0,0.6059295023424421,0.3267148804382052,0.0673556172193525,5-0-0,-1,-1,False,False,0,c1,True,True
153,3,2,2,2,2,2,2,2,2,0.1213500663611793,0.1921613225298434,0.6864886111089772,5-0-0,-1,-1,False,False,2,c5,True,True
154,1,2,0,0,0,0,1,1,0,0.7237754336768014,0.2212245912349131,0.0549999750882856,3-2-0,-1,-1,False,False,0,c1,False,False
155,1,1,1,1,1,1,1,1,1,0.0977782086234289,0.5301348584061905,0.3720869329703806,5-0-0,-1,-1,False,False,1,c234,True,True
156,2,2,0,0,0,0,1,0,0,0.5796347501339608,0.2978245662625656,0.1225406836034736,4-1-0,-1,-1,False,False,0,c1,False,False
157,1,2,2,2,2,2,2,0,1,0.3511933145331942,0.2911672547548646,0.3576394307119412,3-1-1,-1,-1,False,False,2,c5,True,True
158,0,0,0,0,0,0,0,0,0,0.6125184870305898,0.3151435797228737,0.0723379332465364,5-0-0,-1,-1,False,False,0,c1,True,True
159,3,2,1,0,1,1,2,1,1,0.3532400642143824,0.319866822770432,0.3268931130151856,4-1-0,-1,-1,False,False,1,c234,False,False
160,4,2,2,2,2,2,2,2,2,0.0984177178247396,0.4359389004925423,0.465643381682718,5-0-0,-1,-1,False,False,2,c5,True,True
161,0,1,0,0,0,0,0,0,1,0.3839511645205641,0.3083628233359468,0.307686012143489,4-1-0,-1,-1,False,False,0,c1,False,False
162,0,0,1,0,1,2,0,0,1,0.3793123011750479,0.3641026404544102,0.2565850583705418,2-2-1,0,1,True,True,0,c1,False,True
163,4,1,2,2,2,1,2,2,1,0.1826802299216541,0.3174592779262191,0.4998604921521268,3-2-0,-1,-1,False,False,2,c5,False,False
164,0,0,1,1,1,1,1,1,1,0.1944220555666474,0.559565307895825,0.2460126365375275,5-0-0,-1,-1,False,False,1,c234,False,False
165,3,1,1,0,0,0,1,1,1,0.3984468419293768,0.3180187129283484,0.2835344451422748,3-2-0,-1,-1,False,False,1,c234,True,True
166,0,0,0,0,0,0,1,0,0,0.4517789176693352,0.4345776242284925,0.1136434581021723,4-1-0,-1,-1,False,False,0,c1,True,True
167,4,0,1,1,0,1,1,1,1,0.332620672870409,0.380607380026664,0.2867719471029269,4-1-0,-1,-1,False,False,1,c234,False,False
168,0,2,1,1,1,1,1,1,1,0.173079969206395,0.6275602453612412,0.1993597854323637,5-0-0,-1,-1,False,False,1,c234,False,False
169,0,0,0,0,0,0,0,0,0,0.6080851401111238,0.3366373746830245,0.0552774852058515,5-0-0,-1,-1,False,False,0,c1,True,True
170,3,2,1,1,1,1,0,0,1,0.3492152543416581,0.4433124971237936,0.2074722485345483,3-2-0,-1,-1,False,False,1,c234,False,False
171,3,1,2,1,2,2,1,1,2,0.2351116963169502,0.4710701370017896,0.29381816668126,3-2-0,-1,-1,False,False,2,c5,False,False
172,4,2,2,2,2,2,2,2,2,0.1482744754159341,0.2718377161731681,0.5798878084108977,5-0-0,-1,-1,False,False,2,c5,True,True
173,1,1,0,1,0,0,0,1,1,0.4184613272433493,0.4437131200720237,0.1378255526846269,3-2-0,-1,-1,False,False,0,c1,False,False
174,3,0,1,1,1,1,2,2,1,0.3757356641863077,0.4632924664331694,0.1609718693805228,3-2-0,-1,-1,False,False,1,c234,False,False
175,4,0,0,0,0,0,0,0,0,0.5390560153066523,0.3290359930868843,0.1319079916064634,5-0-0,-1,-1,False,False,0,c1,True,True
176,1,2,0,0,1,0,2,0,2,0.4651788515120657,0.4009908793071174,0.1338302691808169,2-2-1,0,2,False,False,0,c1,False,False
177,2,2,1,1,1,0,2,1,0,0.3527515792436786,0.4079521180755193,0.2392963026808019,2-2-1,0,1,True,False,1,c234,False,False
178,1,0,0,0,0,0,0,0,1,0.4416998782173048,0.328925354235787,0.2293747675469081,4-1-0,-1,-1,False,False,0,c1,True,True
179,3,1,2,2,2,2,2,2,2,0.1660397588283196,0.3524514271953979,0.4815088139762822,5-0-0,-1,-1,False,False,2,c5,False,False
180,4,1,2,2,2,2,1,2,2,0.1542646123958403,0.2626933823402227,0.5830420052639369,4-1-0,-1,-1,False,False,2,c5,False,False
181,4,0,1,1,0,1,1,1,2,0.3863148969955342,0.4554125053784016,0.1582725976260641,3-1-1,-1,-1,False,False,1,c234,False,False
182,1,0,1,1,1,1,1,1,1,0.217292820976109,0.5683126063283834,0.2143945726955076,5-0-0,-1,-1,False,False,1,c234,False,False
183,4,1,2,0,2,2,1,0,1,0.4249170745563624,0.2724260929628869,0.3026568324807507,2-2-1,1,2,True,False,2,c5,False,False
184,0,1,2,2,2,2,0,0,2,0.2235738008906742,0.2863045252638377,0.4901216738454878,3-2-0,-1,-1,False,False,2,c5,False,False
185,1,2,0,0,0,0,0,0,0,0.6910405104976074,0.2555419122304371,0.0534175772719554,5-0-0,-1,-1,False,False,0,c1,False,False
186,0,1,1,1,1,1,2,1,1,0.2607908834578409,0.480605611072642,0.2586035054695171,4-1-0,-1,-1,False,False,1,c234,True,True
187,1,2,1,1,1,1,0,0,1,0.2094493465304866,0.4338736713250981,0.3566769821444153,3-2-0,-1,-1,False,False,1,c234,False,False
188,1,1,0,0,0,0,0,1,0,0.4385290384379667,0.3869296626908365,0.1745412988711968,4-1-0,-1,-1,False,False,0,c1,False,False
189,3,1,2,1,2,2,2,1,2,0.1890410491982095,0.4595040596802864,0.3514548911215041,4-1-0,-1,-1,False,False,2,c5,False,False
